Image	Object ID	Object type	Name	Classification	Parent	ROI	Centroid X µm	Centroid Y µm	Nucleus: Area	Nucleus: Perimeter	Nucleus: Circularity	Nucleus: Max caliper	Nucleus: Min caliper	Nucleus: Eccentricity	Nucleus: DAPI mean	Nucleus: DAPI sum	Nucleus: DAPI std dev	Nucleus: DAPI max	Nucleus: DAPI min	Nucleus: DAPI range	Nucleus: Opal 570 (C2) mean	Nucleus: Opal 570 (C2) sum	Nucleus: Opal 570 (C2) std dev	Nucleus: Opal 570 (C2) max	Nucleus: Opal 570 (C2) min	Nucleus: Opal 570 (C2) range	Nucleus: Opal 690 mean	Nucleus: Opal 690 sum	Nucleus: Opal 690 std dev	Nucleus: Opal 690 max	Nucleus: Opal 690 min	Nucleus: Opal 690 range	Nucleus: Opal 520 mean	Nucleus: Opal 520 sum	Nucleus: Opal 520 std dev	Nucleus: Opal 520 max	Nucleus: Opal 520 min	Nucleus: Opal 520 range	Nucleus: Sample AF (C5) mean	Nucleus: Sample AF (C5) sum	Nucleus: Sample AF (C5) std dev	Nucleus: Sample AF (C5) max	Nucleus: Sample AF (C5) min	Nucleus: Sample AF (C5) range	Cell: Area	Cell: Perimeter	Cell: Circularity	Cell: Max caliper	Cell: Min caliper	Cell: Eccentricity	Cell: DAPI mean	Cell: DAPI std dev	Cell: DAPI max	Cell: DAPI min	Cell: Opal 570 (C2) mean	Cell: Opal 570 (C2) std dev	Cell: Opal 570 (C2) max	Cell: Opal 570 (C2) min	Cell: Opal 690 mean	Cell: Opal 690 std dev	Cell: Opal 690 max	Cell: Opal 690 min	Cell: Opal 520 mean	Cell: Opal 520 std dev	Cell: Opal 520 max	Cell: Opal 520 min	Cell: Sample AF (C5) mean	Cell: Sample AF (C5) std dev	Cell: Sample AF (C5) max	Cell: Sample AF (C5) min	Cytoplasm: DAPI mean	Cytoplasm: DAPI std dev	Cytoplasm: DAPI max	Cytoplasm: DAPI min	Cytoplasm: Opal 570 (C2) mean	Cytoplasm: Opal 570 (C2) std dev	Cytoplasm: Opal 570 (C2) max	Cytoplasm: Opal 570 (C2) min	Cytoplasm: Opal 690 mean	Cytoplasm: Opal 690 std dev	Cytoplasm: Opal 690 max	Cytoplasm: Opal 690 min	Cytoplasm: Opal 520 mean	Cytoplasm: Opal 520 std dev	Cytoplasm: Opal 520 max	Cytoplasm: Opal 520 min	Cytoplasm: Sample AF (C5) mean	Cytoplasm: Sample AF (C5) std dev	Cytoplasm: Sample AF (C5) max	Cytoplasm: Sample AF (C5) min	Nucleus/Cell area ratio	Nucleus: Opal 570 mean	Nucleus: Opal 570 sum	Nucleus: Opal 570 std dev	Nucleus: Opal 570 max	Nucleus: Opal 570 min	Nucleus: Opal 570 range	Nucleus: Sample AF mean	Nucleus: Sample AF sum	Nucleus: Sample AF std dev	Nucleus: Sample AF max	Nucleus: Sample AF min	Nucleus: Sample AF range	Cell: Opal 570 mean	Cell: Opal 570 std dev	Cell: Opal 570 max	Cell: Opal 570 min	Cell: Sample AF mean	Cell: Sample AF std dev	Cell: Sample AF max	Cell: Sample AF min	Cytoplasm: Opal 570 mean	Cytoplasm: Opal 570 std dev	Cytoplasm: Opal 570 max	Cytoplasm: Opal 570 min	Cytoplasm: Sample AF mean	Cytoplasm: Sample AF std dev	Cytoplasm: Sample AF max	Cytoplasm: Sample AF min
WJ_Scan1.qptiff - resolution #1	40b59d32-d636-4efd-8b9c-4cf285ccbe85	Cell		18 IGM	Annotation	Polygon	2456.3	2823.4	18.25	17.9441	0.7122	6.86	3.938	0.8279	112.1139	8857	35.3677	213	67	146	NaN	NaN	NaN	NaN	NaN	NaN	151.7089	11985	72.2853	255	56	199	33.1772	2621	8.8212	55	21	34	NaN	NaN	NaN	NaN	NaN	NaN	46.25	25.9067	0.866	9.1947	6.9366	0.6964	71.8254	44.0462	213	9	NaN	NaN	NaN	NaN	111.8889	70.0678	255	26	31.7831	7.355	55	20	NaN	NaN	NaN	NaN	42.8909	20.7304	87	9	NaN	NaN	NaN	NaN	83.2909	52.4793	255	26	30.7818	5.9329	53	20	NaN	NaN	NaN	NaN	0.4033	5.3165	420	1.5652	9	3	6	83.2152	6574	3.9764	94	76	18	5.0529	1.7526	15	3	81.8783	3.421	94	76	4.8636	1.8597	15	3	80.9182	2.5777	87	76
WJ_Scan1.qptiff - resolution #1	f2b33c63-4efe-43be-9fc9-2f944d9366a2	Cell			Annotation	Polygon	2414.4	2826.7	12.75	15.674	0.6522	5.6103	4.0098	0.7095	65.8364	3621	13.2899	100	41	59	NaN	NaN	NaN	NaN	NaN	NaN	74.0909	4075	72.0029	255	16	239	30.7455	1691	6.7088	54	20	34	NaN	NaN	NaN	NaN	NaN	NaN	47.25	28.89	0.7114	11.536	5.4167	0.8678	39.4381	21.3264	100	11	NaN	NaN	NaN	NaN	67.0412	64.3627	255	14	35.5722	7.6536	68	20	NaN	NaN	NaN	NaN	28.9928	13.3918	90	11	NaN	NaN	NaN	NaN	64.2518	61.133	255	14	37.482	7.1661	68	26	NaN	NaN	NaN	NaN	0.2528	64.1091	3526	50.9646	226	10	216	76.8	4224	3.6127	87	72	15	64.5206	44.9065	233	10	77.732	3.256	91	72	64.6835	42.4716	233	12	78.1007	3.0391	91	73
WJ_Scan1.qptiff - resolution #1	5d37e68e-8296-48e1-bec0-4cfcfc1c8ae8	Cell			Annotation	Polygon	2501.6	2826.9	35.25	21.2784	0.9783	6.9318	6.5	0.1725	59.6111	8584	15.2866	119	33	86	NaN	NaN	NaN	NaN	NaN	NaN	15.3125	2205	8.8115	48	7	41	42.5833	6132	12.8114	86	29	57	NaN	NaN	NaN	NaN	NaN	NaN	137.75	45.4076	0.8395	16.569	10.8333	0.7974	23.6552	23.5205	119	2	NaN	NaN	NaN	NaN	14.5379	25.8257	255	4	53.8755	20.4688	95	16	NaN	NaN	NaN	NaN	11.0268	7.1585	53	2	NaN	NaN	NaN	NaN	14.2659	29.5695	255	4	57.8415	21.1762	95	16	NaN	NaN	NaN	NaN	0.253	4.7014	677	1.252	9	3	6	85.9167	12372	4.2698	101	79	22	5.7058	2.0478	10	1	88.7455	6.1402	102	76	6.0585	2.1545	10	1	89.739	6.3871	102	76
WJ_Scan1.qptiff - resolution #1	21717b53-d6dd-4422-8682-90ae0e1a0230	Cell			Annotation	Polygon	2448.3	2829.4	15	16.0864	0.7284	6.1353	3.6291	0.8466	79.6029	5413	39.6658	201	32	169	NaN	NaN	NaN	NaN	NaN	NaN	31.8529	2166	18.0582	107	16	91	20.0735	1365	2.3007	29	17	12	NaN	NaN	NaN	NaN	NaN	NaN	87	34.0404	0.9435	11.4803	10.0829	0.3318	27.7847	34.0404	201	3	NaN	NaN	NaN	NaN	25.6912	23.4409	231	8	22.7422	4.3509	53	17	NaN	NaN	NaN	NaN	15.4211	16.3919	74	3	NaN	NaN	NaN	NaN	24.2211	24.3485	231	8	23.3789	4.4836	53	18	NaN	NaN	NaN	NaN	0.1817	2.7059	184	0.6924	5	2	3	75.6765	5146	1.5399	80	72	8	2.7847	0.7417	6	1	75.5156	2.5114	93	67	2.8035	0.7529	6	1	75.4772	2.6926	93	67
WJ_Scan1.qptiff - resolution #1	16cc3aef-6416-4f90-a9cd-eca36415d702	Cell			Annotation	Polygon	2469.1	2830.9	50	36.2326	0.4786	13.4816	6.6164	0.9304	68.2362	13579	24.8059	176	32	144	NaN	NaN	NaN	NaN	NaN	NaN	33.6935	6705	19.7019	120	13	107	22.6533	4508	4.1821	38	16	22	NaN	NaN	NaN	NaN	NaN	NaN	148.75	47.3808	0.8326	17.7131	10.6759	0.7892	34.1812	29.969	176	2	NaN	NaN	NaN	NaN	23.4077	20.3377	171	5	22.3138	6.5804	53	12	NaN	NaN	NaN	NaN	17.1108	12.9183	61	2	NaN	NaN	NaN	NaN	18.2519	18.6434	171	5	22.1436	7.4986	53	12	NaN	NaN	NaN	NaN	0.3308	10.5528	2100	14.953	107	2	105	78.3769	15597	1.9653	86	74	12	11.245	19.7378	201	1	77.6393	3.0091	94	70	11.5919	21.7531	201	1	77.2695	3.356	94	70
WJ_Scan1.qptiff - resolution #1	860b1d83-b03a-496a-8feb-cfa6c6af994c	Cell			Annotation	Polygon	2456.7	2833.1	37.25	27.8433	0.6038	10.1743	5.5845	0.8714	83.2105	12648	27.3134	156	42	114	NaN	NaN	NaN	NaN	NaN	NaN	42.9013	6521	38.4728	255	18	237	26.3947	4012	5.2414	61	19	42	NaN	NaN	NaN	NaN	NaN	NaN	89.5	38.0051	0.7787	13.549	9.5644	0.7331	50.5589	36.2561	156	5	NaN	NaN	NaN	NaN	49.1233	47.9137	255	14	27.7699	6.3247	63	18	NaN	NaN	NaN	NaN	27.2582	20.3897	94	5	NaN	NaN	NaN	NaN	53.5634	53.2905	255	14	28.7512	6.8404	63	18	NaN	NaN	NaN	NaN	0.4088	3.9013	593	1.3606	11	2	9	78.4605	11926	2.3972	89	72	17	5.0301	5.5348	62	2	78.7671	3.2315	94	72	5.8357	7.0508	62	2	78.9859	3.7043	94	72
WJ_Scan1.qptiff - resolution #1	6532d349-f902-4686-a453-5ef7d407e6dd	Cell			Annotation	Polygon	2492	2834	49.75	29.4455	0.721	11.2077	6.7192	0.785	77.8663	15729	26.1379	179	27	152	NaN	NaN	NaN	NaN	NaN	NaN	33.005	6667	39.6071	250	8	242	34.198	6908	6.8393	58	22	36	NaN	NaN	NaN	NaN	NaN	NaN	185.5	53.4027	0.8174	19.5748	13.8015	0.7364	34.8313	31.2558	179	5	NaN	NaN	NaN	NaN	22.027	31.6906	250	5	47.2051	16.1982	91	21	NaN	NaN	NaN	NaN	18.7032	11.5116	67	5	NaN	NaN	NaN	NaN	17.9128	27.0754	236	5	52.0798	16.0029	91	21	NaN	NaN	NaN	NaN	0.2651	5.203	1051	2.716	24	3	21	82.4851	16662	2.2243	90	77	13	6.776	6.7651	119	2	85.6235	5.2561	102	46	7.3655	7.6757	119	2	86.7996	5.5738	102	46
WJ_Scan1.qptiff - resolution #1	21455e8e-8124-41a6-85fe-ee9302e5fd60	Cell		18 EGM	Annotation	Polygon	2483.3	2831.7	21.75	17.1477	0.9295	6.2117	4.7434	0.5099	67.413	6202	16.2177	105	40	65	NaN	NaN	NaN	NaN	NaN	NaN	63.8587	5875	38.1059	214	23	191	34.6739	3190	5.5333	44	22	22	NaN	NaN	NaN	NaN	NaN	NaN	66	31.8861	0.8157	12.6839	7.2613	0.7903	41.8625	29.0138	120	2	NaN	NaN	NaN	NaN	38.6506	39.4413	242	5	34.9033	8.4706	63	13	NaN	NaN	NaN	NaN	28.5819	25.0442	120	2	NaN	NaN	NaN	NaN	25.548	33.3644	242	5	35.0226	9.6636	63	13	NaN	NaN	NaN	NaN	0.3219	30.9783	2850	26.2599	115	7	108	83.0435	7640	2.882	88	76	12	29.0186	28.7347	172	4	82.4201	3.5141	90	74	28	29.9615	172	4	82.096	3.7684	90	74
WJ_Scan1.qptiff - resolution #1	5c717adb-06d4-4521-b67f-baea92f0750b	Cell			Annotation	Polygon	2424	2834.5	23.25	19.7993	0.7453	7.5835	4.2069	0.8089	48.5579	4613	21.4162	133	30	103	NaN	NaN	NaN	NaN	NaN	NaN	13.7053	1302	7.0994	34	6	28	16.6842	1585	1.7459	24	14	10	NaN	NaN	NaN	NaN	NaN	NaN	110	42.0936	0.7801	14.2676	11.9525	0.3945	23.4899	19.3594	133	3	NaN	NaN	NaN	NaN	18.2157	33.9138	255	5	19.8539	6.2218	55	13	NaN	NaN	NaN	NaN	16.6857	11.6527	62	3	NaN	NaN	NaN	NaN	19.44	37.9817	255	5	20.7143	6.7045	55	13	NaN	NaN	NaN	NaN	0.2056	2.3895	227	0.5115	4	2	2	71.3474	6778	1.319	75	68	7	3.2787	2.6	20	1	72.5663	2.7621	89	68	3.52	2.8733	20	1	72.8971	2.9535	89	68
WJ_Scan1.qptiff - resolution #1	1e7701d6-d936-40ff-a990-d33d9a5027f2	Cell			Annotation	Polygon	2437.7	2837.6	22.75	18.703	0.8173	7.3781	4.2673	0.8254	81.9062	7863	32.5874	202	33	169	NaN	NaN	NaN	NaN	NaN	NaN	194.4688	18669	57.1846	255	57	198	39.7083	3812	10.7213	77	26	51	NaN	NaN	NaN	NaN	NaN	NaN	100.5	39.0376	0.8287	14.9675	10.0159	0.7485	29.3522	35.4212	202	3	NaN	NaN	NaN	NaN	86.6059	89.9389	255	7	27.5542	12.2299	77	14	NaN	NaN	NaN	NaN	13.0774	13.9347	64	3	NaN	NaN	NaN	NaN	53.2032	69.7338	255	7	23.7903	10.0296	76	14	NaN	NaN	NaN	NaN	0.2255	8.75	840	5.2113	29	3	26	83.2396	7991	4.7323	100	75	25	4.8424	4.8447	47	1	77.3227	5.8821	104	69	3.6323	4.025	47	1	75.4903	4.9212	104	69
WJ_Scan1.qptiff - resolution #1	f34de4c3-411d-477a-8e51-cab9310ba52f	Cell			Annotation	Polygon	2415.8	2839.8	34.75	23.0006	0.8254	8.4301	5.7478	0.7187	77.669	11029	24.7852	176	37	139	NaN	NaN	NaN	NaN	NaN	NaN	35.3099	5014	20.0468	134	12	122	30.3944	4316	8.3343	58	21	37	NaN	NaN	NaN	NaN	NaN	NaN	95.5	38.1214	0.8258	14.5356	8.9042	0.7911	43.7202	32.0626	176	7	NaN	NaN	NaN	NaN	36.6529	37.3419	255	7	35.5984	10.0635	64	21	NaN	NaN	NaN	NaN	23.9631	14.3823	68	7	NaN	NaN	NaN	NaN	37.4344	44.4343	255	7	38.627	9.7527	64	24	NaN	NaN	NaN	NaN	0.3645	9.1127	1294	11.2534	88	3	85	74.9648	10645	2.7065	83	70	13	22.1632	42.1392	245	3	76.5725	3.213	89	70	29.7582	50.8177	245	3	77.5082	3.117	89	72
WJ_Scan1.qptiff - resolution #1	9580c2e8-a3ea-4a03-bd60-a3ac102f51c5	Cell		18 IGM	Annotation	Polygon	2465.8	2841.1	23.25	18.3029	0.8722	6.9917	4.4721	0.7571	117.8854	11317	39.3655	243	52	191	NaN	NaN	NaN	NaN	NaN	NaN	250.9479	24091	17.4606	255	144	111	59.6667	5728	10.8586	81	35	46	NaN	NaN	NaN	NaN	NaN	NaN	98.25	37.958	0.8569	13.7151	9.4281	0.7358	40.3191	50.8785	243	2	NaN	NaN	NaN	NaN	127.8116	103.8512	255	8	40.1583	17.8833	89	14	NaN	NaN	NaN	NaN	15.6623	19.9066	112	2	NaN	NaN	NaN	NaN	88.6689	88.0651	255	8	33.957	14.9878	89	14	NaN	NaN	NaN	NaN	0.2308	13.1875	1266	5.8908	40	5	35	95.7812	9195	5.7605	107	83	24	7.2312	5.56	40	1	85.2085	9.4498	109	72	5.3377	3.8612	34	1	81.8477	7.7667	109	72
WJ_Scan1.qptiff - resolution #1	a0e03a0f-9ebb-45ef-88b7-33ab87cc5350	Cell			Annotation	Polygon	2430	2842.9	33.75	23.8734	0.7441	8.6891	5.9848	0.7403	60.8478	8397	24.6482	163	22	141	NaN	NaN	NaN	NaN	NaN	NaN	18.2899	2524	5.1619	39	9	30	17.7754	2453	2.4495	27	14	13	NaN	NaN	NaN	NaN	NaN	NaN	89	37.0934	0.8128	14.3773	8.9134	0.7846	35.3944	28.2331	163	3	NaN	NaN	NaN	NaN	15.9361	10.676	114	6	21.2111	8.286	61	13	NaN	NaN	NaN	NaN	19.5721	16.1926	77	3	NaN	NaN	NaN	NaN	14.473	12.7679	114	6	23.3468	9.7906	61	13	NaN	NaN	NaN	NaN	0.3702	2.6449	365	0.7025	5	2	3	71.8841	9920	1.2734	75	69	6	4.35	6.1896	64	1	72.75	2.7845	84	69	5.4099	7.6802	64	1	73.2883	3.291	84	69
WJ_Scan1.qptiff - resolution #1	1b1752c0-b5a7-48c7-a57e-383b0f449847	Cell		18 IGM	Annotation	Polygon	2447.3	2841.8	25.75	18.9705	0.8991	7.2039	5.0976	0.6889	121.9905	12809	36.7631	213	48	165	NaN	NaN	NaN	NaN	NaN	NaN	251.1524	26371	17.6487	255	125	130	57.9143	6081	12.858	93	29	64	NaN	NaN	NaN	NaN	NaN	NaN	115.75	42.1308	0.8195	16.0713	9.2091	0.807	41.4625	48.7913	213	2	NaN	NaN	NaN	NaN	130.9465	103.9117	255	6	36.5396	17.7642	93	13	NaN	NaN	NaN	NaN	18.105	15.8243	81	2	NaN	NaN	NaN	NaN	96.0801	91.7971	255	6	30.3398	13.7219	87	13	NaN	NaN	NaN	NaN	0.2166	10.0762	1058	2.7585	22	4	18	93.2952	9796	6.1409	109	78	31	5.8565	4.1229	40	1	81.8351	8.9229	109	70	4.6326	3.6152	40	1	78.511	6.5294	103	70
WJ_Scan1.qptiff - resolution #1	fc031aed-9dd2-426c-976a-c296ffab60f2	Cell		18 EGM	Annotation	Polygon	2480.1	2844	35	23.8284	0.7746	9.049	5.0261	0.8434	61.2587	8760	19.5609	139	27	112	NaN	NaN	NaN	NaN	NaN	NaN	72.2378	10330	55.14	254	12	242	36.8531	5270	3.9752	50	30	20	NaN	NaN	NaN	NaN	NaN	NaN	197.75	51.7678	0.9273	18.6244	13.8647	0.6824	24.3506	22.6845	139	3	NaN	NaN	NaN	NaN	30.8487	38.7741	255	5	49.5385	26.6366	241	14	NaN	NaN	NaN	NaN	16.2308	13.3443	73	3	NaN	NaN	NaN	NaN	21.7431	26.6264	255	5	52.3292	28.6204	241	14	NaN	NaN	NaN	NaN	0.1757	31.7692	4543	24.9644	165	9	156	81.8531	11705	2.3466	88	77	11	27.0971	32.2286	240	4	85.4603	9.5453	181	72	26.0692	33.5457	240	4	86.2538	10.3192	181	72
WJ_Scan1.qptiff - resolution #1	fc7bcc54-a844-46f0-99c5-d63f0bef9873	Cell		18 IGM	Annotation	Polygon	2454.7	2843.4	17.25	15.7517	0.8737	5.3656	4.3078	0.6029	98.9306	7123	25.4942	177	59	118	NaN	NaN	NaN	NaN	NaN	NaN	179.2083	12903	67.915	255	73	182	35.9722	2590	7.7076	80	27	53	NaN	NaN	NaN	NaN	NaN	NaN	48.25	28.1008	0.7678	10.7775	6.1776	0.8175	57.2755	39.8025	177	5	NaN	NaN	NaN	NaN	167.7704	75.2686	255	40	41.8316	17.8991	116	26	NaN	NaN	NaN	NaN	33.0887	23.0429	88	5	NaN	NaN	NaN	NaN	161.129	78.7284	255	40	45.2339	21.0204	116	26	NaN	NaN	NaN	NaN	0.3534	7.2083	519	2.1685	16	4	12	82.4444	5936	5.1782	111	77	34	11.1939	13.5512	127	3	84.4847	8.4426	121	75	13.5081	16.5443	127	3	85.6694	9.6783	121	75
WJ_Scan1.qptiff - resolution #1	7c6e3b02-0f75-4872-8215-380574effe98	Cell		18 IGM	Annotation	Polygon	2461.1	2844.8	12.5	13.1445	0.9091	4.9271	3.4914	0.6934	131.4615	6836	26.032	226	92	134	NaN	NaN	NaN	NaN	NaN	NaN	255	13260	0	255	255	0	72.3077	3760	22.1276	130	42	88	NaN	NaN	NaN	NaN	NaN	NaN	26.5	22.6445	0.6494	9.269	4.4783	0.8906	91.6091	51.8304	226	10	NaN	NaN	NaN	NaN	218.4727	70.5745	255	36	79.3818	42.9166	246	35	NaN	NaN	NaN	NaN	55.8793	42.2242	181	10	NaN	NaN	NaN	NaN	185.7241	84.9478	255	36	85.7241	54.7488	246	35	NaN	NaN	NaN	NaN	0.4215	17.0962	889	9.2995	69	9	60	104.0769	5412	11.1476	128	88	40	17.1727	9.4867	69	8	104.7727	21.7592	238	84	17.2414	9.732	64	8	105.3966	28.1668	238	84
WJ_Scan1.qptiff - resolution #1	a8ab661b-891f-482a-8eac-54921cef9e73	Cell			Annotation	Polygon	2422	2845.6	11.25	12.6518	0.8832	4.0664	3.7366	0.5496	55.5714	2723	22.9238	133	30	103	NaN	NaN	NaN	NaN	NaN	NaN	10.9592	537	2.5492	19	7	12	44.2449	2168	4.6077	57	38	19	NaN	NaN	NaN	NaN	NaN	NaN	44.5	24.933	0.8995	8.8228	7.3204	0.4638	26.978	22.7246	133	5	NaN	NaN	NaN	NaN	8.8132	2.2688	19	5	45.1099	12.0326	69	19	NaN	NaN	NaN	NaN	16.4436	10.0848	48	5	NaN	NaN	NaN	NaN	8.0226	1.5348	14	5	45.4286	13.7996	69	19	NaN	NaN	NaN	NaN	0.2492	47.1224	2309	29.3787	144	18	126	79	3871	2.0716	84	76	8	38.9835	26.7956	144	5	80.033	4.5843	91	70	35.985	25.2395	118	5	80.4135	5.1686	91	70
WJ_Scan1.qptiff - resolution #1	aba48695-1669-4b94-8127-5222548419d7	Cell			Annotation	Polygon	2438.2	2848.7	27.75	23.35	0.6396	8.2033	5.6649	0.6864	73.2308	8568	30.2744	192	39	153	NaN	NaN	NaN	NaN	NaN	NaN	28.1111	3289	17.7311	106	12	94	20.0513	2346	2.025	27	17	10	NaN	NaN	NaN	NaN	NaN	NaN	97	38.8431	0.8079	14.3659	9.2295	0.7752	35.6336	32.7476	192	3	NaN	NaN	NaN	NaN	22.9338	19.7755	151	4	20.2697	4.4313	50	14	NaN	NaN	NaN	NaN	19.6957	16.903	106	3	NaN	NaN	NaN	NaN	20.7391	20.2139	151	4	20.3623	5.1217	50	14	NaN	NaN	NaN	NaN	0.2894	2.812	329	0.6687	5	2	3	72.8718	8526	1.4175	77	70	7	2.6463	0.9283	9	1	72.9288	1.9166	81	69	2.5761	1.0116	9	1	72.9529	2.0945	81	69
WJ_Scan1.qptiff - resolution #1	aef400cb-173f-4a9c-a84d-fd950f4ff59b	Cell			Annotation	Polygon	2457.5	2850.4	12.5	13.5941	0.85	5.1236	3.1875	0.7383	95.2115	4951	35.9255	173	39	134	NaN	NaN	NaN	NaN	NaN	NaN	145.7885	7581	85.36	255	30	225	33.5192	1743	10.6117	66	19	47	NaN	NaN	NaN	NaN	NaN	NaN	68	33.0125	0.7841	13.1097	7.3178	0.82	36.0582	36.2796	173	2	NaN	NaN	NaN	NaN	66.8618	80.7184	255	7	40.3382	48.7777	246	15	NaN	NaN	NaN	NaN	22.2646	17.8123	83	2	NaN	NaN	NaN	NaN	48.4574	67.5894	255	7	41.9282	53.8263	246	15	NaN	NaN	NaN	NaN	0.1737	4.6346	241	1.7038	10	2	8	81.6154	4244	5.517	96	73	23	5.8145	9.4079	62	1	83.4582	25.33	255	69	6.0897	10.4006	62	1	83.8879	27.9986	255	69
WJ_Scan1.qptiff - resolution #1	825ff250-ba13-4b74-89de-c3bf83c6b9d1	Cell			Annotation	Polygon	2416.7	2852.9	28.75	19.4113	0.9588	6.8802	5.4353	0.6144	56.1849	6686	23.6442	173	27	146	NaN	NaN	NaN	NaN	NaN	NaN	19.958	2375	12.0207	74	7	67	34.0588	4053	6.9773	48	24	24	NaN	NaN	NaN	NaN	NaN	NaN	100.75	38.3718	0.8599	12.9689	10.8605	0.5237	24.6305	24.8847	173	2	NaN	NaN	NaN	NaN	12.4163	10.9308	127	3	38.1059	13.8894	75	12	NaN	NaN	NaN	NaN	11.547	7.7579	41	2	NaN	NaN	NaN	NaN	9.2892	8.7236	127	3	39.784	15.6031	75	12	NaN	NaN	NaN	NaN	0.2779	5.1933	618	2.9753	27	2	25	75.8487	9026	2.8867	83	69	14	5.6724	4.1346	41	1	76.3276	4.4973	90	65	5.8711	4.5189	41	1	76.5261	5.0068	90	65
WJ_Scan1.qptiff - resolution #1	d61e66b7-c1c9-4e02-8262-03a16938cfd7	Cell			Annotation	Polygon	2427.2	2855.5	33	21.9172	0.8633	7.4267	6.119	0.4219	61.8467	8473	24.1858	164	30	134	NaN	NaN	NaN	NaN	NaN	NaN	18.3139	2509	7.6656	46	5	41	25.4599	3488	10.317	59	15	44	NaN	NaN	NaN	NaN	NaN	NaN	110.5	39.6453	0.8835	13.0083	11.5409	0.2937	29.4527	26.4976	164	3	NaN	NaN	NaN	NaN	12.7387	9.8839	98	4	36.8491	19.9732	91	14	NaN	NaN	NaN	NaN	14.9967	8.7759	48	3	NaN	NaN	NaN	NaN	10.2508	9.7565	98	4	41.9316	21.1242	91	14	NaN	NaN	NaN	NaN	0.3022	3.2628	447	1.4515	8	1	7	72.635	9951	3.1666	83	67	16	5.509	5.4211	53	1	76.1374	6.4193	94	66	6.5114	6.1921	53	1	77.7003	6.8743	94	66
WJ_Scan1.qptiff - resolution #1	9d0c6fbb-00c0-4401-935a-55847d883d77	Cell			Annotation	Polygon	2465.8	2855	17.5	15.7593	0.8855	5.4797	4.0778	0.6671	47.2632	3592	17.5882	100	19	81	NaN	NaN	NaN	NaN	NaN	NaN	87.4211	6644	61.9039	254	25	229	50.7895	3860	41.8168	246	27	219	NaN	NaN	NaN	NaN	NaN	NaN	132	43.6772	0.8695	15.3528	12.134	0.6122	18.0998	15.1084	100	3	NaN	NaN	NaN	NaN	34.1055	41.0587	254	8	79.6949	59.7337	247	21	NaN	NaN	NaN	NaN	13.2286	7.0154	51	3	NaN	NaN	NaN	NaN	25.2	27.9221	202	8	84.5231	60.937	247	21	NaN	NaN	NaN	NaN	0.1321	6.2632	476	6.3464	42	2	40	86.4211	6568	19.9187	212	76	136	9.2712	9.2924	58	2	97.3051	33.5439	255	72	9.7736	9.6116	58	2	99.1231	34.9981	255	72
WJ_Scan1.qptiff - resolution #1	5e5fd392-d3d4-4cb2-a45d-6be00e901f69	Cell			Annotation	Polygon	2439.4	2856.4	15.75	15.8379	0.789	6.1536	3.1509	0.8727	64.3636	4248	23.9709	151	26	125	NaN	NaN	NaN	NaN	NaN	NaN	21.803	1439	10.284	54	10	44	26.1818	1728	4.6803	40	21	19	NaN	NaN	NaN	NaN	NaN	NaN	83.5	36.4637	0.7892	13.5125	8.2796	0.8022	23.6617	24.1423	151	3	NaN	NaN	NaN	NaN	12.2641	7.5513	54	5	44.0297	20.7031	83	16	NaN	NaN	NaN	NaN	13.7491	9.133	45	3	NaN	NaN	NaN	NaN	9.941	4.2239	42	5	48.3764	20.7675	83	16	NaN	NaN	NaN	NaN	0.1841	3.2576	215	0.64	5	2	3	73.7121	4865	1.8125	79	70	9	4.908	2.2784	12	1	78.365	5.8944	91	69	5.31	2.3523	12	1	79.4982	5.9888	91	69
WJ_Scan1.qptiff - resolution #1	f7fbf6f4-a86e-42ba-a818-2e9b7560d98c	Cell			Annotation	Polygon	2421.9	2864.2	11.5	12.7296	0.8918	4.7144	3.3289	0.746	44.7347	2192	16.0556	100	17	83	NaN	NaN	NaN	NaN	NaN	NaN	62.3061	3053	20.7246	112	27	85	33.4082	1637	5.4997	48	27	21	NaN	NaN	NaN	NaN	NaN	NaN	76.75	32.8572	0.8934	11.1841	9.3734	0.4732	13.1323	16.0408	100	1	NaN	NaN	NaN	NaN	25.3871	28.5339	170	3	34.2548	18.5429	78	9	NaN	NaN	NaN	NaN	7.1992	5.8866	32	1	NaN	NaN	NaN	NaN	18.4559	24.1502	170	3	34.4138	20.0723	78	9	NaN	NaN	NaN	NaN	0.1461	3.8571	189	0.7071	5	3	2	74.5918	3655	2.0808	80	70	10	3.8806	2.2459	9	0	73.529	6.0396	86	63	3.8851	2.4294	9	0	73.3295	6.5037	86	63
